Region,Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
Yorkshire and the Humber,3,4,20-24,75+,0.09746174434876405,0,0.5501378475316379
East Midlands,3,4,25-29,0-4,0.12152440319979727,0,0.43247264340129093
East of England,3,4,25-29,0-4,0.08900082561335469,0,0.35602031817084856
Greater London,3,4,25-29,0-4,0.060388108623438304,0,0.1723137904247836
North East,3,4,25-29,0-4,0.04534382333246617,0,0.3127256587143516
North West,3,4,25-29,0-4,0.0496514089751535,0,0.2900286543094711
South East,3,4,25-29,0-4,0.0861767586040179,0,0.2448335995158024
South West,3,4,25-29,0-4,0.039674028029656166,0,0.141324507771554
West Midlands,3,4,25-29,0-4,0.05953358800159656,0,0.2076059923358691
Yorkshire and the Humber,3,4,25-29,0-4,0.06967293169445482,0,0.3125715290054927
East Midlands,3,4,25-29,5-9,0.031517476260265256,0,0.13951995966611974
East of England,3,4,25-29,5-9,0.08617177456503175,0,0.250030361740734
Greater London,3,4,25-29,5-9,0.035880253035036294,0,0.09256535456992518
North East,3,4,25-29,5-9,0.04429070007704012,0,0.22737531145246484
North West,3,4,25-29,5-9,0.047047364427840896,0,0.14217326493388985
South East,3,4,25-29,5-9,0.06232451222576424,0,0.1827283343289015
South West,3,4,25-29,5-9,0.07346938487050851,0,0.20935496250620175
West Midlands,3,4,25-29,5-9,0.06772973430601588,0,0.2147300378349791
Yorkshire and the Humber,3,4,25-29,5-9,0.07606613203695137,0,0.27318056963864784
East Midlands,3,4,25-29,10-14,0.028759240914819705,0,0.13582212915746245
East of England,3,4,25-29,10-14,0.046246027263846,0,0.1478637596004053
Greater London,3,4,25-29,10-14,0.03324871608356718,0,0.09744277443156292
North East,3,4,25-29,10-14,0.03446855725417766,0,0.193167443244056
North West,3,4,25-29,10-14,0.024227281167972545,0,0.11533885888828461
South East,3,4,25-29,10-14,0.06757182365558813,0,0.16320127285576727
South West,3,4,25-29,10-14,0.048516575803691016,0,0.19061542259822392
West Midlands,3,4,25-29,10-14,0.021375162273152747,0,0.0928376685099755
Yorkshire and the Humber,3,4,25-29,10-14,0.038436932211998946,0,0.15641987986781264
East Midlands,3,4,25-29,15-19,0.06224526615464465,0,0.24082010738685528
East of England,3,4,25-29,15-19,0.09024540334260932,0,0.24314401481280729
Greater London,3,4,25-29,15-19,0.0435551769115063,0,0.09745616014709708
North East,3,4,25-29,15-19,0.052667666725801865,0,0.370392320294637
North West,3,4,25-29,15-19,0.03617975662058392,0,0.13173780083381892
South East,3,4,25-29,15-19,0.07065978399011247,0,0.21251939746292878
South West,3,4,25-29,15-19,0.060702444045367225,0,0.21125856394622378
West Midlands,3,4,25-29,15-19,0.03909563475228779,0,0.16191139572659916
Yorkshire and the Humber,3,4,25-29,15-19,0.037437205479190466,0,0.15126025882403965
East Midlands,3,4,25-29,20-24,0.18699090985957015,0,0.5252719760776036
East of England,3,4,25-29,20-24,0.17759287498075643,0,0.39886503107018145
Greater London,3,4,25-29,20-24,0.10345015091024366,0.029936700195209873,0.19436690261244138
North East,3,4,25-29,20-24,0.1340853262798259,0,0.5237189033009211
North West,3,4,25-29,20-24,0.09475227012609305,0,0.25864326821881106
South East,3,4,25-29,20-24,0.16785850908839378,0.028359301537204906,0.3923210058443281
South West,3,4,25-29,20-24,0.29996399486581576,0,0.9686155682421869
West Midlands,3,4,25-29,20-24,0.11981044022246624,0,0.39299548009091084
Yorkshire and the Humber,3,4,25-29,20-24,0.1315492551568778,0,0.4047637152677843
East Midlands,3,4,25-29,25-29,0.19938564280068374,0,0.745056362615449
East of England,3,4,25-29,25-29,0.29572974572557553,0.07457054158119211,0.6272033748674706
Greater London,3,4,25-29,25-29,0.2021448404563459,0.08725023113811003,0.33765919887541895
North East,3,4,25-29,25-29,0.19677227123116173,0,0.5839653902357728
North West,3,4,25-29,25-29,0.18254451971833058,0.02939493043001497,0.3714517751047094
South East,3,4,25-29,25-29,0.2755601632623585,0.07910410400344375,0.5535729447934203
South West,3,4,25-29,25-29,0.19605537447601923,0,0.4337534338555055
West Midlands,3,4,25-29,25-29,0.17929064971057837,0,0.4967745241473569
Yorkshire and the Humber,3,4,25-29,25-29,0.1232019597641406,0,0.3290452327893677
East Midlands,3,4,25-29,30-34,0.12804236435387387,0,0.3444616331989751
East of England,3,4,25-29,30-34,0.21285897377642835,0.04165374543346132,0.4405796401057835
Greater London,3,4,25-29,30-34,0.13461842657054454,0.04391925408199679,0.24516311050904244
North East,3,4,25-29,30-34,0.11330886115274601,0,0.4156378540478229
North West,3,4,25-29,30-34,0.14354433064522282,0,0.3485359264152297
South East,3,4,25-29,30-34,0.20153913170789273,0.054331401556364636,0.40343089119905295
South West,3,4,25-29,30-34,0.2099493956626229,0.031214869165591012,0.5066344224466984
West Midlands,3,4,25-29,30-34,0.07973100781202179,0,0.23697470696879172
Yorkshire and the Humber,3,4,25-29,30-34,0.08965807645422046,0,0.24503643630688582
East Midlands,3,4,25-29,35-39,0.08880472561257624,0,0.29487422647712563
East of England,3,4,25-29,35-39,0.15749349461492465,0,0.392840217575599
Greater London,3,4,25-29,35-39,0.08420958659211952,0.02246594915395818,0.15520988455342455
North East,3,4,25-29,35-39,0.03354410984345471,0,0.2288380464949006
North West,3,4,25-29,35-39,0.06887336025142893,0,0.17421427088206845
South East,3,4,25-29,35-39,0.15438242628100327,0.035702627681374326,0.31946645721641154
South West,3,4,25-29,35-39,0.09320368448448944,0,0.23206435067613215
West Midlands,3,4,25-29,35-39,0.06732539142484618,0,0.21995363194761466
Yorkshire and the Humber,3,4,25-29,35-39,0.08361886695024875,0,0.2196209191323778
East Midlands,3,4,25-29,40-44,0.08421852756683941,0,0.2500223737573448
East of England,3,4,25-29,40-44,0.11570948399650217,0,0.2781124089552661
Greater London,3,4,25-29,40-44,0.040003302927055465,0,0.10142235165081256
North East,3,4,25-29,40-44,0.10305592239944177,0,0.4571491585019384
North West,3,4,25-29,40-44,0.06094663855402091,0,0.16981800422434237
South East,3,4,25-29,40-44,0.12053687743122948,0.022331626599338426,0.27043477077073247
South West,3,4,25-29,40-44,0.09008993876020727,0,0.23613908216989937
West Midlands,3,4,25-29,40-44,0.08455495859313163,0,0.22344201009681497
Yorkshire and the Humber,3,4,25-29,40-44,0.08186921890184992,0,0.24508678757635044
East Midlands,3,4,25-29,45-49,0.05443199617366891,0,0.19162238470318851
East of England,3,4,25-29,45-49,0.12850479218546584,0,0.28576296749963626
Greater London,3,4,25-29,45-49,0.046176184498149794,0,0.1047668219294192
North East,3,4,25-29,45-49,0.013575481959093777,0,0.1250000033590455
North West,3,4,25-29,45-49,0.053242899747280845,0,0.13640214013450883
South East,3,4,25-29,45-49,0.08670013570897904,0,0.21979462457315505
South West,3,4,25-29,45-49,0.05404970712262952,0,0.1732869405069855
West Midlands,3,4,25-29,45-49,0.0957861760882888,0,0.2581077404822159
Yorkshire and the Humber,3,4,25-29,45-49,0.06430738312552238,0,0.229003445300081
East Midlands,3,4,25-29,50-54,0.052610383249945505,0,0.1674562977290061
East of England,3,4,25-29,50-54,0.13946963801141976,0.02012162772747821,0.31979243809987506
Greater London,3,4,25-29,50-54,0.050285433564238965,0,0.12341510256619971
North East,3,4,25-29,50-54,0.04544439010782536,0,0.24895824929874882
North West,3,4,25-29,50-54,0.04186325455124268,0,0.13637257973026914
South East,3,4,25-29,50-54,0.1015453919683962,0.020058579144535085,0.22690659152854253
South West,3,4,25-29,50-54,0.11779860234870358,0,0.3108169358911836
West Midlands,3,4,25-29,50-54,0.05887696677469069,0,0.19377276165793536
Yorkshire and the Humber,3,4,25-29,50-54,0.09565434724801038,0,0.25482532681299347
East Midlands,3,4,25-29,55-59,0.034182938822929484,0,0.1580549987540069
East of England,3,4,25-29,55-59,0.10873428017118308,0,0.29269284794530626
Greater London,3,4,25-29,55-59,0.02577497959824362,0,0.0860788119286519
North East,3,4,25-29,55-59,0.031518651110703365,0,0.2115451910258896
North West,3,4,25-29,55-59,0.03830740071520677,0,0.1374805481636199
South East,3,4,25-29,55-59,0.08720701175305448,0,0.2254012787297501
South West,3,4,25-29,55-59,0.06884535454277316,0,0.20037430219256558
West Midlands,3,4,25-29,55-59,0.09420735544064124,0,0.2485018882785187
Yorkshire and the Humber,3,4,25-29,55-59,0.05927665975527656,0,0.20716971047661012
East Midlands,3,4,25-29,60-64,0.05659446607561654,0,0.2149130720119831
East of England,3,4,25-29,60-64,0.08177056969526289,0,0.2160104940083076
Greater London,3,4,25-29,60-64,0.037145462498503756,0,0.13069967951135514
North East,3,4,25-29,60-64,0.026758837112274968,0,0.20033866585953566
North West,3,4,25-29,60-64,0.04705622421831131,0,0.1526794428623214
South East,3,4,25-29,60-64,0.07834299450294152,0,0.28054164936430886
South West,3,4,25-29,60-64,0.0907235929445057,0,0.2414130459308053
West Midlands,3,4,25-29,60-64,0.06618734649261619,0,0.23581994607468498
Yorkshire and the Humber,3,4,25-29,60-64,0.027722551120275902,0,0.12387148860958946
East Midlands,3,4,25-29,65-69,0.06561437253712223,0,0.444444802995936
East of England,3,4,25-29,65-69,0.15650718490730506,0,0.6928712229525718
Greater London,3,4,25-29,65-69,0.02049845844831789,0,0.07813788139812854
North East,3,4,25-29,65-69,0.16296736383647117,0,0.9293671929287705
North West,3,4,25-29,65-69,0.02046806382403146,0,0.11033143175322296
South East,3,4,25-29,65-69,0.07031728469107441,0,0.1850308061524409
South West,3,4,25-29,65-69,0.06848801144090347,0,0.30596933141225474
West Midlands,3,4,25-29,65-69,0.03336082059552977,0,0.15651166309560277
Yorkshire and the Humber,3,4,25-29,65-69,0.02354339095903927,0,0.11179184133750288
East Midlands,3,4,25-29,70-74,0.02230856108931272,0,0.142859028497513
East of England,3,4,25-29,70-74,0.01589485732866056,0,0.08241355306200497
Greater London,3,4,25-29,70-74,0.0092501501598808,0,0.045079637245693416
North East,3,4,25-29,70-74,0.0025225713218357568,0,0.05685829072959536
North West,3,4,25-29,70-74,0.00143371429684087,0,0.026632227203781143
South East,3,4,25-29,70-74,0.018598452010375188,0,0.06687611749785967
South West,3,4,25-29,70-74,0.028581472682117203,0,0.1181331363654542
West Midlands,3,4,25-29,70-74,0.012973113534229207,0,0.081203319952575
Yorkshire and the Humber,3,4,25-29,70-74,0.014525277451400143,0,0.09137099070347075
East Midlands,3,4,25-29,75+,0.016278295786261648,0,0.14499750051504703
East of England,3,4,25-29,75+,0.04266843836893289,0,0.27305301288781225
Greater London,3,4,25-29,75+,0.007997144635548773,0,0.04689625686824036
North East,3,4,25-29,75+,0.08574757975889796,0,0.5669238705387858
North West,3,4,25-29,75+,0.018251993676494847,0,0.1547448977847518
South East,3,4,25-29,75+,0.014671474757269456,0,0.0754912528007222
South West,3,4,25-29,75+,0.014933143379446769,0,0.11114588209782449
West Midlands,3,4,25-29,75+,0.022667856931339474,0,0.13420427142727934
Yorkshire and the Humber,3,4,25-29,75+,0.0463993012842562,0,0.2426017547258843
East Midlands,3,4,30-34,0-4,0.11614576898517469,0,0.4419915398079678
East of England,3,4,30-34,0-4,0.09941562579738142,0,0.307964117972044
Greater London,3,4,30-34,0-4,0.08356904476596325,0,0.22692701496763945
North East,3,4,30-34,0-4,0.01398997604112433,0,0.14730369761869327
North West,3,4,30-34,0-4,0.055262531637923044,0,0.2902025906148919
South East,3,4,30-34,0-4,0.13745921271050834,0,0.322561253718131
South West,3,4,30-34,0-4,0.19198489781519082,0.0238095238765677,0.4929425808061138
West Midlands,3,4,30-34,0-4,0.04564762986442802,0,0.16153247295448564
Yorkshire and the Humber,3,4,30-34,0-4,0.054439911913862354,0,0.1854477460460751
East Midlands,3,4,30-34,5-9,0.04102035611575373,0,0.14771420977001212
East of England,3,4,30-34,5-9,0.19697471109947912,0,0.4714350396291332
Greater London,3,4,30-34,5-9,0.05713445900138184,0,0.14060021862511948
North East,3,4,30-34,5-9,0.03960258606469245,0,0.20452193176219347
North West,3,4,30-34,5-9,0.07078215156956146,0,0.41677665562474214
South East,3,4,30-34,5-9,0.14283884783432174,0,0.5145940332376983
South West,3,4,30-34,5-9,0.2599958133178784,0.026003280213055178,0.6935942163095759
West Midlands,3,4,30-34,5-9,0.041053760130407624,0,0.14134890066947084
Yorkshire and the Humber,3,4,30-34,5-9,0.0902641206999581,0,0.2538143827113269
East Midlands,3,4,30-34,10-14,0.022722263815468647,0,0.09534687211898812
East of England,3,4,30-34,10-14,0.06486027345131778,0,0.18987622329737505
Greater London,3,4,30-34,10-14,0.030466036107388066,0,0.08940895616283336
North East,3,4,30-34,10-14,0.035618138536444174,0,0.200000530574731
North West,3,4,30-34,10-14,0.02332726536389238,0,0.11348237004077492
South East,3,4,30-34,10-14,0.09614029422447,0,0.2548857775974957
South West,3,4,30-34,10-14,0.07217713153275848,0,0.23066983569092037
West Midlands,3,4,30-34,10-14,0.024565420619127313,0,0.09474889221701205
Yorkshire and the Humber,3,4,30-34,10-14,0.03104471788209886,0,0.11326736855160094
East Midlands,3,4,30-34,15-19,0.045380599577798574,0,0.15848792401462197
East of England,3,4,30-34,15-19,0.0643220339623536,0,0.18613087364738556
Greater London,3,4,30-34,15-19,0.03831382376533409,0,0.09987906039093783
North East,3,4,30-34,15-19,0.035168544964518565,0,0.2772148017217852
North West,3,4,30-34,15-19,0.037396739653038504,0,0.133334362717738
South East,3,4,30-34,15-19,0.06500380213127382,0,0.19002061152402902
South West,3,4,30-34,15-19,0.10041731953502626,0,0.25959636347437925
West Midlands,3,4,30-34,15-19,0.03404043481032218,0,0.11764893985275664
Yorkshire and the Humber,3,4,30-34,15-19,0.03358137030237647,0,0.12500100708097375
East Midlands,3,4,30-34,20-24,0.12923090143289187,0,0.3557741546038351
East of England,3,4,30-34,20-24,0.1088133950963402,0,0.2500084529916864
Greater London,3,4,30-34,20-24,0.07328888440762713,0.013069621128746293,0.15629391604272946
North East,3,4,30-34,20-24,0.09176139203945449,0,0.4387714159611604
North West,3,4,30-34,20-24,0.05968262009525618,0,0.19157599769768335
South East,3,4,30-34,20-24,0.09714529320715064,0,0.2308144070794193
South West,3,4,30-34,20-24,0.3455215294180297,0.055555555652008,0.867168943539025
West Midlands,3,4,30-34,20-24,0.06179593015853044,0,0.1750116991644863
Yorkshire and the Humber,3,4,30-34,20-24,0.06767437070545562,0,0.24793070352413035
East Midlands,3,4,30-34,25-29,0.150274614853535,0,0.37501272981441847
East of England,3,4,30-34,25-29,0.2005006339643835,0.03791071807631617,0.41720130472942296
Greater London,3,4,30-34,25-29,0.13742153099467028,0.045424769807008755,0.2676236182643257
North East,3,4,30-34,25-29,0.15156171665735593,0,0.44433327984760496
North West,3,4,30-34,25-29,0.1106078905851725,0,0.25957421653479634
South East,3,4,30-34,25-29,0.1663606913786456,0.042904142097193274,0.3278443794731724
South West,3,4,30-34,25-29,0.25018775250652875,0.06130486969347099,0.5296076701373174
West Midlands,3,4,30-34,25-29,0.094128403090299545,0,0.28653451473797975
Yorkshire and the Humber,3,4,30-34,25-29,0.10561205752891971,0,0.27465043214488266
East Midlands,3,4,30-34,30-34,0.182984499955501,0.03125000017357885,0.40020471321245094
East of England,3,4,30-34,30-34,0.253757898775089,0.062487351442310456,0.508015311053131
Greater London,3,4,30-34,30-34,0.18990455981982712,0.0634164004206578,0.3478056974076052
North East,3,4,30-34,30-34,0.12083499595241584,0,0.3811346508730796
North West,3,4,30-34,30-34,0.180703195091183,0.03284358174900407,0.37822385987001045
South East,3,4,30-34,30-34,0.291573914766813,0.11302687761323228,0.5612695489434776
South West,3,4,30-34,30-34,0.36346258397488124,0.0894983944145437,0.8051911541283041
West Midlands,3,4,30-34,30-34,0.10513928030280759,0,0.27485287483090143
Yorkshire and the Humber,3,4,30-34,30-34,0.15401550778972262,0.02940316246103193,0.34151881960422015
East Midlands,3,4,30-34,35-39,0.11812940688984941,0,0.29309731506396053
East of England,3,4,30-34,35-39,0.22962918419819842,0.05993829659073082,0.4683594573584006
Greater London,3,4,30-34,35-39,0.11552361976919795,0.03699898215518922,0.22080123467829732
North East,3,4,30-34,35-39,0.05274765193107942,0,0.2500000004618907
North West,3,4,30-34,35-39,0.10508011607823357,0,0.2353720697862667
South East,3,4,30-34,35-39,0.16284920494477712,0.0416666670324273,0.3328549578814084
South West,3,4,30-34,35-39,0.19134489472180724,0.03865296235414941,0.4118360059223598
West Midlands,3,4,30-34,35-39,0.08740702545477806,0,0.2418227744851826
Yorkshire and the Humber,3,4,30-34,35-39,0.0905392719221586,0,0.2230714586028386
East Midlands,3,4,30-34,40-44,0.08481553055598395,0,0.21748164947535273
East of England,3,4,30-34,40-44,0.14516735346467383,0.023610045952430242,0.30559593003812846
Greater London,3,4,30-34,40-44,0.08721268482735563,0.01773303734453605,0.19594973497832463
North East,3,4,30-34,40-44,0.13855642032894905,0,0.6216516086687603
North West,3,4,30-34,40-44,0.054922625994334576,0,0.14562961999253918
South East,3,4,30-34,40-44,0.13427130196877796,0.031226325932089523,0.28065013331168515
South West,3,4,30-34,40-44,0.1515106474726397,0.023782467597835328,0.35163186153061093
West Midlands,3,4,30-34,40-44,0.0748689375271638,0,0.19294796886293283
Yorkshire and the Humber,3,4,30-34,40-44,0.07792197595652042,0,0.25676391118292924
East Midlands,3,4,30-34,45-49,0.07547876413992563,0,0.22554442063923835
East of England,3,4,30-34,45-49,0.08109990031525527,0,0.19989323674317835
Greater London,3,4,30-34,45-49,0.06166301667299896,0,0.14778463043715434
North East,3,4,30-34,45-49,0.024948821643878856,0,0.13978576748682756
North West,3,4,30-34,45-49,0.04972016738440534,0,0.14876597065372732
South East,3,4,30-34,45-49,0.09737148801186037,0.014066009434385521,0.2156788409484913
South West,3,4,30-34,45-49,0.10905706344036405,0,0.25860726242743476
West Midlands,3,4,30-34,45-49,0.07477154085705529,0,0.2208138344848352
Yorkshire and the Humber,3,4,30-34,45-49,0.06082067313196622,0,0.20909870764093194
East Midlands,3,4,30-34,50-54,0.0668213851925866,0,0.1704867909802865
East of England,3,4,30-34,50-54,0.15469251227518077,0.031239773925300154,0.32092689490761933
Greater London,3,4,30-34,50-54,0.0681724130828948,0,0.14972623944207863
North East,3,4,30-34,50-54,0.055224613554006464,0,0.23478314384652405
North West,3,4,30-34,50-54,0.05137844124021204,0,0.15307059537374845
South East,3,4,30-34,50-54,0.13682201668117994,0.037693312796774243,0.2779533631666719
South West,3,4,30-34,50-54,0.1326457825332285,0.02272727272727275,0.3080001172568891
West Midlands,3,4,30-34,50-54,0.05141540618007591,0,0.15934124259909938
Yorkshire and the Humber,3,4,30-34,50-54,0.06950259385467608,0,0.23077846941740876
East Midlands,3,4,30-34,55-59,0.0677978462683676,0,0.19584227385339145
East of England,3,4,30-34,55-59,0.13937338277736944,0.01987447860629747,0.31188177106935244
Greater London,3,4,30-34,55-59,0.04581654407008368,0,0.11651397462602524
North East,3,4,30-34,55-59,0.04679225721223581,0,0.2608940778325318
North West,3,4,30-34,55-59,0.045095847147533695,0,0.13813903173305248
South East,3,4,30-34,55-59,0.11944141088771029,0.018853810059876398,0.2680901431119481
South West,3,4,30-34,55-59,0.1416390450074152,0.023782467597835328,0.3170136970945537
West Midlands,3,4,30-34,55-59,0.0626264567424791,0,0.1818884544858488
Yorkshire and the Humber,3,4,30-34,55-59,0.02862256120747717,0,0.12458774468973828
East Midlands,3,4,30-34,60-64,0.04698970651278487,0,0.1480108300413947
East of England,3,4,30-34,60-64,0.09865330172452152,0.01597551176583502,0.22016290813035547
Greater London,3,4,30-34,60-64,0.04576284267893205,0,0.1491027938616812
North East,3,4,30-34,60-64,0.03491246954064096,0,0.27000160904340254
North West,3,4,30-34,60-64,0.06359535085392212,0,0.18226020003125226
South East,3,4,30-34,60-64,0.09743228212243912,0.01546439254552322,0.24304196772836087
South West,3,4,30-34,60-64,0.10657301698616714,0,0.26169012367662225
West Midlands,3,4,30-34,60-64,0.06419937588716451,0,0.2579850016924631
Yorkshire and the Humber,3,4,30-34,60-64,0.046020912485067435,0,0.1829644651564992
East Midlands,3,4,30-34,65-69,0.032963150798659385,0,0.12239436647782816
East of England,3,4,30-34,65-69,0.048916959208887,0,0.1541036441417839
Greater London,3,4,30-34,65-69,0.03156427114931932,0,0.12259307626991542
North East,3,4,30-34,65-69,0.10070641321978362,0,0.48744156538791367
North West,3,4,30-34,65-69,0.02749142876452139,0,0.11767191273882818
South East,3,4,30-34,65-69,0.05116601616622063,0,0.15628774738145532
South West,3,4,30-34,65-69,0.10847835660061643,0,0.3276004699267043
West Midlands,3,4,30-34,65-69,0.008659299570360261,0,0.06251068343845599
Yorkshire and the Humber,3,4,30-34,65-69,0.010046107045259415,0,0.07393801660095692
East Midlands,3,4,30-34,70-74,0.0449329320558698,0,0.15000002915705696
East of England,3,4,30-34,70-74,0.0537659877965657,0,0.17502616060374634
Greater London,3,4,30-34,70-74,0.04363546384644073,0,0.17512832933342173
North East,3,4,30-34,70-74,0.012995183699809313,0,0.10779701770236187
North West,3,4,30-34,70-74,0.042287834345316154,0,0.192308525813961
South East,3,4,30-34,70-74,0.07719117351129053,0,0.2583707167243688
South West,3,4,30-34,70-74,0.13569932919484176,0,0.42837286865147756
West Midlands,3,4,30-34,70-74,0.022859536798928975,0,0.0960680884967196
Yorkshire and the Humber,3,4,30-34,70-74,0.02825064193130194,0,0.12903884626736148
East Midlands,3,4,30-34,75+,0.05783307623889826,0,0.28156388169579333
East of England,3,4,30-34,75+,0.052177996285276924,0,0.19024426832305605
Greater London,3,4,30-34,75+,0.07210526800884916,0,0.2506335295530027
North East,3,4,30-34,75+,0.1663638841412576,0,0.9868952478266076
North West,3,4,30-34,75+,0.09114399503401206,0,0.3716105704909868
South East,3,4,30-34,75+,0.1632150710376457,0,0.4898546295631264
South West,3,4,30-34,75+,0.16548565702247794,0,0.5325916127739051
West Midlands,3,4,30-34,75+,0.014006944867331322,0,0.1217498757403954
Yorkshire and the Humber,3,4,30-34,75+,0.07986023046694794,0,0.33277758639640964
East Midlands,3,4,35-39,0-4,0.08506804808607567,0,0.32387750127235215
East of England,3,4,35-39,0-4,0.0859996728412425,0,0.3082070219351377
Greater London,3,4,35-39,0-4,0.05961369798720659,0,0.17856301604666028
North East,3,4,35-39,0-4,0.03911431763210109,0,0.2000000033092885
North West,3,4,35-39,0-4,0.12748320488460751,0,0.5889380398050108
South East,3,4,35-39,0-4,0.07928265643571634,0,0.21057041491329564
South West,3,4,35-39,0-4,0.05695859868966731,0,0.1574479117977706
West Midlands,3,4,35-39,0-4,0.029087098985143004,0,0.12357984562328497
Yorkshire and the Humber,3,4,35-39,0-4,0.07070412763002852,0,0.32359773774061107
East Midlands,3,4,35-39,5-9,0.05044691815419125,0,0.1562541760437835
East of England,3,4,35-39,5-9,0.09510150561670055,0,0.24990575049057645
Greater London,3,4,35-39,5-9,0.08524400862027344,0.011803640558911314,0.18778038700929853
North East,3,4,35-39,5-9,0.04914464552795367,0,0.21428572561004328
North West,3,4,35-39,5-9,0.022995186832972945,0,0.0869103008651104
South East,3,4,35-39,5-9,0.08620236463272528,0,0.22950257989759443
South West,3,4,35-39,5-9,0.09512135516991288,0,0.2465276635356352
West Midlands,3,4,35-39,5-9,0.0620607710025269,0,0.1666737361601409
Yorkshire and the Humber,3,4,35-39,5-9,0.10574243049504464,0,0.41496252350364643
East Midlands,3,4,35-39,10-14,0.053458830354264845,0,0.17424214079314884
East of England,3,4,35-39,10-14,0.06061344749627692,0,0.15722196656872722
Greater London,3,4,35-39,10-14,0.03643637693416945,0,0.1042190652338105
North East,3,4,35-39,10-14,0.04886039637525211,0,0.21725357369245363
North West,3,4,35-39,10-14,0.030518785899595238,0,0.11651277556326442
South East,3,4,35-39,10-14,0.07165924056326757,0,0.1621637087264249
South West,3,4,35-39,10-14,0.07673017504761365,0,0.23138262696856204
West Midlands,3,4,35-39,10-14,0.02199012698501672,0,0.08514299348842153
Yorkshire and the Humber,3,4,35-39,10-14,0.06876713432848333,0,0.3079108465583385
East Midlands,3,4,35-39,15-19,0.05621677231737608,0,0.21621512256433537
East of England,3,4,35-39,15-19,0.06885010129853343,0,0.17906743049284118
Greater London,3,4,35-39,15-19,0.03516125608224876,0,0.0920299076209857
North East,3,4,35-39,15-19,0.028828615757124646,0,0.2430028183991268
North West,3,4,35-39,15-19,0.0303703933362913,0,0.12334800937618261
South East,3,4,35-39,15-19,0.06372209505992733,0,0.18342616599727116
South West,3,4,35-39,15-19,0.03740691209219038,0,0.1216829571813585
West Midlands,3,4,35-39,15-19,0.06488534007426718,0,0.19470873193658925
Yorkshire and the Humber,3,4,35-39,15-19,0.05049351096871434,0,0.18287117794701283
East Midlands,3,4,35-39,20-24,0.0816023758745139,0,0.2656386913874307
East of England,3,4,35-39,20-24,0.073986424435668,0,0.2150935163025972
Greater London,3,4,35-39,20-24,0.05347694725114278,0,0.12994363939093242
North East,3,4,35-39,20-24,0.06030517954962173,0,0.35227221443398604
North West,3,4,35-39,20-24,0.058908972801382756,0,0.2107712345635306
South East,3,4,35-39,20-24,0.07876471242387378,0,0.20420477943406445
South West,3,4,35-39,20-24,0.22298220847432854,0,0.7037923841901784
West Midlands,3,4,35-39,20-24,0.044665095231381235,0,0.14645635191276518
Yorkshire and the Humber,3,4,35-39,20-24,0.10538933575240743,0,0.30464194997465194
East Midlands,3,4,35-39,25-29,0.08373294973653624,0,0.2910342162320354
East of England,3,4,35-39,25-29,0.10207823389803625,0,0.27734126037729573
Greater London,3,4,35-39,25-29,0.10013704017197869,0.0200000000122836,0.19851189918732212
North East,3,4,35-39,25-29,0.0430918140805197,0,0.20588968062627827
North West,3,4,35-39,25-29,0.05269753312634083,0,0.14915610078072822
South East,3,4,35-39,25-29,0.1224974706249729,0.02374786508721936,0.27025736670465733
South West,3,4,35-39,25-29,0.10821206356074474,0,0.24407125414174877
West Midlands,3,4,35-39,25-29,0.0787676503818401,0,0.23596605433624818
Yorkshire and the Humber,3,4,35-39,25-29,0.0651965062616333,0,0.18505408147291963
East Midlands,3,4,35-39,30-34,0.13261436143314032,0,0.34071845734997147
East of England,3,4,35-39,30-34,0.19736910363620389,0.03862161647979158,0.42106452579003634
Greater London,3,4,35-39,30-34,0.13511261303296332,0.03887217261833138,0.2601472567492767
North East,3,4,35-39,30-34,0.07282241114027571,0,0.28582955156807666
North West,3,4,35-39,30-34,0.10810856421118409,0,0.2576446599996918
South East,3,4,35-39,30-34,0.1411644215667657,0.022796197379562597,0.307748804029575
South West,3,4,35-39,30-34,0.19199367407708032,0.02937272610526381,0.45379651000062077
West Midlands,3,4,35-39,30-34,0.056391734900325424,0,0.17127053721469265
Yorkshire and the Humber,3,4,35-39,30-34,0.11280463524696686,0,0.2658365549770078
East Midlands,3,4,35-39,35-39,0.15529581286695218,0,0.4007444222024411
East of England,3,4,35-39,35-39,0.2212652174596306,0.036858164954413734,0.5142347105933218
Greater London,3,4,35-39,35-39,0.13110577743417498,0.036759465753227374,0.24182317398350425
North East,3,4,35-39,35-39,0.06094726082700074,0,0.2635181238230415
North West,3,4,35-39,35-39,0.08739564293924126,0,0.20809427857649648
South East,3,4,35-39,35-39,0.19979055974165355,0.07628528692129785,0.3555281992433869
South West,3,4,35-39,35-39,0.18070615409513288,0.04664990685268875,0.3589597445852056
West Midlands,3,4,35-39,35-39,0.06359743126105799,0,0.19390201869936421
Yorkshire and the Humber,3,4,35-39,35-39,0.1462744646314536,0,0.32949345966752824
East Midlands,3,4,35-39,40-44,0.12141505592998596,0,0.2965123029144651
East of England,3,4,35-39,40-44,0.16824686028250951,0.02568742135812841,0.3794763683756079
Greater London,3,4,35-39,40-44,0.10286935972585093,0.0192307692678633,0.22576095248834796
North East,3,4,35-39,40-44,0.15688027433546556,0,0.6749480914081941
North West,3,4,35-39,40-44,0.06304087478564668,0,0.16657146002257592
