Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
1,3,35-49,35-49,0.30613700757884643,0.2505447524516114,0.3665986970504969
1,3,35-49,5-11,0.08491712020271211,0.060097055522812894,0.11371919385648349
1,3,35-49,50-69,0.253160193507416,0.1969313765120088,0.3181100401912376
1,3,35-49,70-79,0.05212688399742777,0.029799399905505525,0.08097541734856142
1,3,35-49,80+,0.016295142313378277,0.004271269177126919,0.03289853192292937
1,3,5-11,0-4,0.13780466135471559,0.08908959285242632,0.20083849970806744
1,3,5-11,12-17,0.1704840236692716,0.11508603289589307,0.23670806987700974
1,3,5-11,18-25,0.14568341153380548,0.08496540371039885,0.24465071123116872
1,3,5-11,26-34,0.1643430112522468,0.11182799276396062,0.22659906635429677
1,3,5-11,35-49,0.16360586789513937,0.11148267448385782,0.23139126555616316
1,3,5-11,5-11,0.7097771318386701,0.5716212996026451,0.869470637460203
1,3,5-11,50-69,0.12834969313975486,0.08247844056782044,0.18486495938725614
1,3,5-11,70-79,0.03531160673350783,0.014309440360911085,0.06127797763465045
1,3,5-11,80+,0.00449240057601542,0,0.015340553499122408
1,3,50-69,0-4,0.03285865926613825,0.015419297170186134,0.0563265228314285
1,3,50-69,12-17,0.03693240941953449,0.02117311814939183,0.05901031551018616
1,3,50-69,18-25,0.07289911737765704,0.04747653873652519,0.1055520161616091
1,3,50-69,26-34,0.15360191688484306,0.10883979375588688,0.20269821417359005
1,3,50-69,35-49,0.23772487176868815,0.1825927242542372,0.2993318848141231
1,3,50-69,5-11,0.036285895368303935,0.01948259242060507,0.05505044017458507
1,3,50-69,50-69,0.27358761776460194,0.2152906468137703,0.3285028219878801
1,3,50-69,70-79,0.059045453133868796,0.03616918844440852,0.08527098288561172
1,3,50-69,80+,0.036444548315497566,0.015712871105383486,0.0640680558833647
1,3,70-79,0-4,0.028114930905067243,0.004544430794440918,0.06214324977211351
1,3,70-79,12-17,0.03580822942180405,0.007488935271365314,0.07917032906476383
1,3,70-79,18-25,0.0577187933767581,0.017800674841740485,0.12414705051719355
1,3,70-79,26-34,0.06128839283886228,0.023160859298506864,0.11212541068585634
1,3,70-79,35-49,0.12094854221027568,0.06467853897698765,0.19750815063842453
1,3,70-79,5-11,0.04228419377847752,0.01104771378536147,0.08387702910718209
1,3,70-79,50-69,0.16979859916139034,0.10691140083579326,0.25232993089492867
1,3,70-79,70-79,0.16356555998755185,0.0913873314151435,0.2546344061983992
1,3,70-79,80+,0.08446969406426226,0.02726669176937937,0.1651522743043516
1,3,80+,0-4,0.013273085646576215,0,0.08918073101859861
1,3,80+,12-17,0.019856895039011637,0,0.07149311056990901
1,3,80+,18-25,0.047082585284685355,0,0.1564090628929666
1,3,80+,26-34,0.0582652091681784,0.007361518345576014,0.16393592412048366
1,3,80+,35-49,0.11348690952127487,0.019973620059192287,0.3250721668812639
1,3,80+,5-11,0.020152227177332768,0,0.06979872844877864
1,3,80+,50-69,0.20094291364908654,0.05998332089013851,0.41935896181029175
1,3,80+,70-79,0.1274312426729409,0.026540867558522273,0.287377877649194
1,3,80+,80+,0.11810982646698404,0,0.2905221640924328
1,4,0-4,0-4,0.2481805306337967,0.15175416194413124,0.3745917093846797
1,4,0-4,12-17,0.06713810441542462,0.03274374875536645,0.1070914976590341
1,4,0-4,18-25,0.09927289506541591,0.04550835117474984,0.16660746698340023
1,4,0-4,26-34,0.16010546219573982,0.09424085629168293,0.2472643895530625
1,4,0-4,35-49,0.19437517627730552,0.11627688868395086,0.2843373116288441
1,4,0-4,5-11,0.22840820117658173,0.1520304873082091,0.3205967727415251
1,4,0-4,50-69,0.1707489732742531,0.0915856161892608,0.27366286004445395
1,4,0-4,70-79,0.034684254546439745,0.007408369895491796,0.07647671878337572
1,4,0-4,80+,0.0271151281833754,0,0.10486068829024137
1,4,12-17,0-4,0.04735244142661952,0.02571919506192034,0.07295371178091133
1,4,12-17,12-17,0.4968454940900517,0.36845943359011923,0.6407387623495432
1,4,12-17,18-25,0.11436207803375602,0.06293029201012118,0.18686787087558265
1,4,12-17,26-34,0.09544005964806519,0.058861667290051156,0.14007597654948525
1,4,12-17,35-49,0.18688807410442584,0.13170141976514194,0.2493727159408978
1,4,12-17,5-11,0.12319313185703638,0.08096970600309082,0.1702474363769933
1,4,12-17,50-69,0.115513634533565,0.07037467611696181,0.16804777334989973
1,4,12-17,70-79,0.036103207271487976,0.014869947383555168,0.06550818526969589
1,4,12-17,80+,0.0073979364361974114,0,0.025133333400568787
1,4,18-25,0-4,0.03999902304168294,0.017130878787037996,0.06904810193015884
1,4,18-25,12-17,0.06341907716509325,0.033129484006331936,0.10323108201362281
1,4,18-25,18-25,0.2579098111513912,0.1853081858521702,0.33645122961248747
1,4,18-25,26-34,0.21308713274336605,0.15679231767321417,0.2809615518228852
1,4,18-25,35-49,0.20154776806683747,0.14973377129297608,0.2590706411985795
1,4,18-25,5-11,0.06864696084438277,0.04260622051922033,0.09980451102642116
